iter	MultiClass
767	0.3200961143
768	0.3200125947
769	0.3198876493
770	0.3198153822
771	0.3197231998
772	0.3195169667
773	0.3193792472
774	0.3191256732
775	0.3189357829
776	0.3186395618
777	0.3184644775
778	0.318388579
779	0.3182897209
780	0.3181738542
781	0.3178446984
782	0.3177376216
783	0.3173084976
784	0.3169483087
785	0.3167022234
786	0.3165512908
787	0.3164145006
788	0.3162192099
789	0.3161461251
790	0.3159130897
791	0.3154920233
792	0.3153725169
793	0.3152441749
794	0.3148798137
795	0.3147599157
796	0.3146723377
797	0.314471215
798	0.3144084051
799	0.3141750184
800	0.3140183914
801	0.3138600568
802	0.3137442173
803	0.3135371278
804	0.3133761286
805	0.3132443736
806	0.31313109
807	0.3130105099
808	0.3128482461
809	0.3127425794
810	0.3126702446
811	0.3120725086
812	0.3119389109
813	0.3116290506
814	0.3115449323
815	0.3114530931
816	0.3111946002
817	0.3110718649
818	0.3109300225
819	0.3108092827
820	0.3106999214
821	0.3105946311
822	0.310429672
823	0.3103190365
824	0.3101748877
825	0.3100739873
826	0.3099243328
827	0.3096468416
828	0.3094430218
829	0.3091242758
830	0.3089894856
831	0.3088697942
832	0.3088018452
833	0.3086827983
834	0.3084228178
835	0.3081529133
836	0.3080045721
837	0.3079042927
838	0.3077905594
839	0.3076733444
840	0.3075912453
841	0.3074656651
842	0.3073071425
843	0.3071984871
844	0.3071166977
845	0.3069954957
846	0.3069046988
847	0.3067556782
848	0.3066568614
849	0.3063678837
850	0.3062632982
851	0.3060599702
852	0.3059537301
853	0.3057990328
854	0.3056994357
855	0.3055666386
856	0.3053459541
857	0.305127885
858	0.3050406642
859	0.3049354723
860	0.3047278453
861	0.3046309846
862	0.3044629799
863	0.3043472615
864	0.303850205
865	0.3036506715
866	0.3035010406
867	0.3033115657
868	0.3031907715
869	0.303026642
870	0.3028739164
871	0.3027186251
872	0.3025727892
873	0.3024694609
874	0.3023801518
875	0.302285747
876	0.3021677253
877	0.3020936939
878	0.3020178183
879	0.3018768409
880	0.3017231309
881	0.301559248
882	0.3014898505
883	0.3013686026
884	0.3011248201
885	0.3010402417
886	0.3009149272
887	0.3008526697
888	0.3007281048
889	0.3006362838
890	0.300539344
891	0.3003197699
892	0.300215586
893	0.3001443529
894	0.3000586982
895	0.2998289176
896	0.2997421031
897	0.2996161101
898	0.2994478234
899	0.2993887677
900	0.2993157658
901	0.2991543562
902	0.2990541205
903	0.2989924714
904	0.2988547798
905	0.2985233851
906	0.2984090149
907	0.298328269
908	0.2982493267
909	0.2981599875
910	0.2979390078
911	0.2978217264
912	0.2977374607
913	0.2976281902
914	0.2975016277
915	0.2973446308
916	0.2971861786
917	0.2970757558
918	0.2969821858
919	0.2968936808
920	0.296723331
921	0.2965299176
922	0.296461347
923	0.2963774151
924	0.2962603428
925	0.2961301207
926	0.2958080348
927	0.2956278763
928	0.2955272649
929	0.2953516045
930	0.2952395049
931	0.2950970826
932	0.2950095166
933	0.2948383149
934	0.2947039566
935	0.2946282367
936	0.2944723186
937	0.2943694
938	0.294296309
939	0.2942131413
940	0.2940689721
941	0.2939784346
942	0.2937939174
943	0.293694809
944	0.2935685296
945	0.2932852645
946	0.2932114902
947	0.2931229001
948	0.2930575977
949	0.2929763119
950	0.2928774336
951	0.2926254817
952	0.2925455299
953	0.2924457484
954	0.2922982374
955	0.2922147704
956	0.2918973355
957	0.2917662952
958	0.2916202792
959	0.2914895941
960	0.2914203501
961	0.2913114035
962	0.2912270792
963	0.2910175109
964	0.2909340872
965	0.2908409001
966	0.2907700405
967	0.290697033
968	0.2906016582
969	0.2905204168
970	0.2903987711
971	0.2902993233
972	0.290219574
973	0.2900379595
974	0.2897149286
975	0.2896425407
976	0.2894792472
977	0.2892456387
978	0.2891499919
979	0.2890392108
980	0.288979457
981	0.2886741614
982	0.2884787398
983	0.2882040834
984	0.2881241102
985	0.2880377732
986	0.2879238215
987	0.2878502228
988	0.2876316283
989	0.2875502441
990	0.2874036913
991	0.2871483104
992	0.2868972852
993	0.2868272235
994	0.2866294548
995	0.2865609633
996	0.2863546689
997	0.2863027596
998	0.2861891439
999	0.2861160232
